code,type,subtype,importance,identifier,other,message,moreInfo,context
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/activities/biking/chain_tool,\N,Asset at '/content/dam/we-retail/en/products/activities/biking/chain_tool' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/activities/biking/chain_tool' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/activities/biking/mx121,\N,Asset at '/content/dam/we-retail/en/products/activities/biking/mx121' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/activities/biking/mx121' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/activities/biking/sequoia,\N,Asset at '/content/dam/we-retail/en/products/activities/biking/sequoia' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/activities/biking/sequoia' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/activities/hiking/backpack_colors,\N,Asset at '/content/dam/we-retail/en/products/activities/hiking/backpack_colors' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/activities/hiking/backpack_colors' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/activities/hiking/backpack_spin,\N,Asset at '/content/dam/we-retail/en/products/activities/hiking/backpack_spin' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/activities/hiking/backpack_spin' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/activities/running/gomobile,\N,Asset at '/content/dam/we-retail/en/products/activities/running/gomobile' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/activities/running/gomobile' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/activities/running/watter_bottle,\N,Asset at '/content/dam/we-retail/en/products/activities/running/watter_bottle' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/activities/running/watter_bottle' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/activities/surfing/bear,\N,Asset at '/content/dam/we-retail/en/products/activities/surfing/bear' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/activities/surfing/bear' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/activities/surfing/el_greco,\N,Asset at '/content/dam/we-retail/en/products/activities/surfing/el_greco' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/activities/surfing/el_greco' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/activities/surfing/neutrino0,\N,Asset at '/content/dam/we-retail/en/products/activities/surfing/neutrino0' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/activities/surfing/neutrino0' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/activities/surfing/rusty_parrot,\N,Asset at '/content/dam/we-retail/en/products/activities/surfing/rusty_parrot' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/activities/surfing/rusty_parrot' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/activities/surfing/stretch,\N,Asset at '/content/dam/we-retail/en/products/activities/surfing/stretch' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/activities/surfing/stretch' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/activities/water-sports/cabana,\N,Asset at '/content/dam/we-retail/en/products/activities/water-sports/cabana' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/activities/water-sports/cabana' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/apparel/footwear/fleet,\N,Asset at '/content/dam/we-retail/en/products/apparel/footwear/fleet' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/apparel/footwear/fleet' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/apparel/footwear/sussex,\N,Asset at '/content/dam/we-retail/en/products/apparel/footwear/sussex' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/apparel/footwear/sussex' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/products/apparel/scarfs/zurich,\N,Asset at '/content/dam/we-retail/en/products/apparel/scarfs/zurich' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/products/apparel/scarfs/zurich' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/stores/we-retail-store-new-york,\N,Asset at '/content/dam/we-retail/en/stores/we-retail-store-new-york' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/stores/we-retail-store-new-york' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/stores/we-retail-store-san-francisco,\N,Asset at '/content/dam/we-retail/en/stores/we-retail-store-san-francisco' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/stores/we-retail-store-san-francisco' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
ACV,assets.health,missing.original.rendition,CRITICAL,/content/dam/we-retail/en/stores/we-retail-store-san-jose,\N,Asset at '/content/dam/we-retail/en/stores/we-retail-store-san-jose' is missing a mandatory original rendition.,https://www.adobe.com/go/aem_pd_ACV,"{""data"":{""Message "":""Asset at '/content/dam/we-retail/en/stores/we-retail-store-san-jose' is missing a mandatory original rendition.""},""type"":""missing.original.rendition""}"
CIF,commerce.integration.framework,commerce.integration.framework.detected,CRITICAL,/content/catalogs/we-retail-screens,\N,The classic version of Commerce Integration framework usage is detected at `/content/catalogs/we-retail-screens`. This is no longer supported on AEM as a Cloud Service,https://www.adobe.com/go/aem_pd_CIF,"{""data"":{""propertyMappings"":{""jcr:primaryType"":""nt:folder"",""jcr:created"":""2022-02-02T10:37:25.101+0200"",""jcr:mixinTypes"":""[rep:AccessControllable]""},""path"":""/content/catalogs/we-retail-screens"",""size"":65,""properties"":[""jcr:created"",""jcr:mixinTypes"",""jcr:primaryType""]},""type"":""commerce.integration.framework.detected""}"
CIF,commerce.integration.framework,commerce.integration.framework.detected,CRITICAL,/content/catalogs/we-retail,\N,The classic version of Commerce Integration framework usage is detected at `/content/catalogs/we-retail`. This is no longer supported on AEM as a Cloud Service,https://www.adobe.com/go/aem_pd_CIF,"{""data"":{""propertyMappings"":{""jcr:primaryType"":""sling:Folder"",""jcr:created"":""2022-02-02T10:38:18.941+0200""},""path"":""/content/catalogs/we-retail"",""size"":46,""properties"":[""jcr:created"",""jcr:primaryType""]},""type"":""commerce.integration.framework.detected""}"
CIF,commerce.integration.framework,commerce.integration.framework.detected,CRITICAL,/var/commerce/products/we-retail,\N,The classic version of Commerce Integration framework usage is detected at `/var/commerce/products/we-retail`. This is no longer supported on AEM as a Cloud Service,https://www.adobe.com/go/aem_pd_CIF,"{""data"":{""boundary"":"""",""path"":""/var/commerce/products/we-retail"",""size"":64,""hashedValue"":false,""propertyHashes"":{""jcr:primaryType"":""sling:Folder"",""jcr:title"":""We.Retail"",""cq:commerceProvider"":""we-retail""},""properties"":[""jcr:primaryType"",""jcr:title"",""cq:commerceProvider""]},""type"":""commerce.integration.framework.detected""}"
CAV,content.area.violation,\N,MAJOR,/apps/ctt/operations/components/content-migration/pathfield/suggestions,/libs/granite/ui/components/coral/foundation/form/pathfield/suggestion,The path: /apps/ctt/operations/components/content-migration/pathfield/suggestions violates content areas resource type usage internal path: /libs/granite/ui/components/coral/foundation/form/pathfield/suggestion,https://www.adobe.com/go/aem_pd_CAV,\N
CCOM,custom.component,custom.foundation,INFO,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/assign-in-workfront,foundation/components/parbase,A custom component was found at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/assign-in-workfront which extends foundation component foundation/components/parbase.,https://www.adobe.com/go/aem_pd_CCOM,"{""data"":{""path"":""/apps/hoodoo-digital/workfront-tools/tools/components/workflow/assign-in-workfront""},""type"":""custom.foundation""}"
CCOM,custom.component,custom.foundation,INFO,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/attach-workfront-custom-form,foundation/components/parbase,A custom component was found at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/attach-workfront-custom-form which extends foundation component foundation/components/parbase.,https://www.adobe.com/go/aem_pd_CCOM,"{""data"":{""path"":""/apps/hoodoo-digital/workfront-tools/tools/components/workflow/attach-workfront-custom-form""},""type"":""custom.foundation""}"
CCOM,custom.component,custom.foundation,INFO,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/copy-folder-metadata-to-asset,foundation/components/parbase,A custom component was found at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/copy-folder-metadata-to-asset which extends foundation component foundation/components/parbase.,https://www.adobe.com/go/aem_pd_CCOM,"{""data"":{""path"":""/apps/hoodoo-digital/workfront-tools/tools/components/workflow/copy-folder-metadata-to-asset""},""type"":""custom.foundation""}"
CCOM,custom.component,custom.foundation,INFO,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/create-workfront-issue,foundation/components/parbase,A custom component was found at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/create-workfront-issue which extends foundation component foundation/components/parbase.,https://www.adobe.com/go/aem_pd_CCOM,"{""data"":{""path"":""/apps/hoodoo-digital/workfront-tools/tools/components/workflow/create-workfront-issue""},""type"":""custom.foundation""}"
CCOM,custom.component,custom.foundation,INFO,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/create-workfront-task,foundation/components/parbase,A custom component was found at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/create-workfront-task which extends foundation component foundation/components/parbase.,https://www.adobe.com/go/aem_pd_CCOM,"{""data"":{""path"":""/apps/hoodoo-digital/workfront-tools/tools/components/workflow/create-workfront-task""},""type"":""custom.foundation""}"
CCOM,custom.component,custom.foundation,INFO,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/map-workfront-property,foundation/components/parbase,A custom component was found at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/map-workfront-property which extends foundation component foundation/components/parbase.,https://www.adobe.com/go/aem_pd_CCOM,"{""data"":{""path"":""/apps/hoodoo-digital/workfront-tools/tools/components/workflow/map-workfront-property""},""type"":""custom.foundation""}"
CCOM,custom.component,custom.foundation,INFO,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/set-workfront-status,foundation/components/parbase,A custom component was found at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/set-workfront-status which extends foundation component foundation/components/parbase.,https://www.adobe.com/go/aem_pd_CCOM,"{""data"":{""path"":""/apps/hoodoo-digital/workfront-tools/tools/components/workflow/set-workfront-status""},""type"":""custom.foundation""}"
CCOM,custom.component,custom.foundation,INFO,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/upload-workfront-document,foundation/components/parbase,A custom component was found at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/upload-workfront-document which extends foundation component foundation/components/parbase.,https://www.adobe.com/go/aem_pd_CCOM,"{""data"":{""path"":""/apps/hoodoo-digital/workfront-tools/tools/components/workflow/upload-workfront-document""},""type"":""custom.foundation""}"
CCOM,custom.component,custom.foundation,INFO,/apps/hoodoo-digital/workfront-tools/tools/components/workflow/upload-workfront-document-route,foundation/components/parbase,A custom component was found at /apps/hoodoo-digital/workfront-tools/tools/components/workflow/upload-workfront-document-route which extends foundation component foundation/components/parbase.,https://www.adobe.com/go/aem_pd_CCOM,"{""data"":{""path"":""/apps/hoodoo-digital/workfront-tools/tools/components/workflow/upload-workfront-document-route""},""type"":""custom.foundation""}"
CCOM,custom.component,custom,INFO,/apps/hoodoo-digital/workfront-tools/tools/connect/components/admin/brokenlinkreport,\N,A custom component was found at /apps/hoodoo-digital/workfront-tools/tools/connect/components/admin/brokenlinkreport.,https://www.adobe.com/go/aem_pd_CCOM,"{""data"":{""path"":""/apps/hoodoo-digital/workfront-tools/tools/connect/components/admin/brokenlinkreport""},""type"":""custom""}"
CCOM,custom.component,custom,INFO,/apps/hoodoo-digital/workfront-tools/tools/connect/components/admin/linkedfolderreport,\N,A custom component was found at /apps/hoodoo-digital/workfront-tools/tools/connect/components/admin/linkedfolderreport.,https://www.adobe.com/go/aem_pd_CCOM,"{""data"":{""path"":""/apps/hoodoo-digital/workfront-tools/tools/connect/components/admin/linkedfolderreport""},""type"":""custom""}"
CCOM,custom.component,custom,INFO,/apps/hoodoo-digital/workfront-tools/tools/connect/components/admin/workfrontconfig,\N,A custom component was found at /apps/hoodoo-digital/workfront-tools/tools/connect/components/admin/workfrontconfig.,https://www.adobe.com/go/aem_pd_CCOM,"{""data"":{""path"":""/apps/hoodoo-digital/workfront-tools/tools/connect/components/admin/workfrontconfig""},""type"":""custom""}"
CTEM,custom.template,custom.editable.template,INFO,/conf/gknob/settings/dam/cfm/models/article-model,\N,A custom editable template found at /conf/gknob/settings/dam/cfm/models/article-model.,https://www.adobe.com/go/aem_pd_CTEM,"{""data"":{""path"":""/conf/gknob/settings/dam/cfm/models/article-model""},""type"":""custom.editable.template""}"
CTEM,custom.template,custom.editable.template,INFO,/conf/gknob/settings/dam/cfm/models/publisher-model,\N,A custom editable template found at /conf/gknob/settings/dam/cfm/models/publisher-model.,https://www.adobe.com/go/aem_pd_CTEM,"{""data"":{""path"":""/conf/gknob/settings/dam/cfm/models/publisher-model""},""type"":""custom.editable.template""}"
CTEM,custom.template,custom.static.template,INFO,/apps/hoodoo-digital/workfront-tools/tools/connect/templates/workfrontconfig,\N,A custom static template found at /apps/hoodoo-digital/workfront-tools/tools/connect/templates/workfrontconfig.,https://www.adobe.com/go/aem_pd_CTEM,"{""data"":{""path"":""/apps/hoodoo-digital/workfront-tools/tools/connect/templates/workfrontconfig""},""type"":""custom.static.template""}"
DG,development.guideline,java.io.inputstream,ADVISORY,digital.hoodoo.workfront.core.utils.AssetUtils,java.io.InputStream,The digital.hoodoo.workfront.core.utils.AssetUtils class in the workfront-tools.core bundle uses java.io.InputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStream"",""bundle"":""workfront-tools.core"",""class"":""digital.hoodoo.workfront.core.utils.AssetUtils""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,digital.hoodoo.workfront.core.webhooks.WebhooksServlet,java.io.InputStream,The digital.hoodoo.workfront.core.webhooks.WebhooksServlet class in the workfront-tools.core bundle uses java.io.InputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStream"",""bundle"":""workfront-tools.core"",""class"":""digital.hoodoo.workfront.core.webhooks.WebhooksServlet""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,digital.hoodoo.workfront.core.webhooks.impl.ThumbnailWebhookImpl,java.io.InputStream,The digital.hoodoo.workfront.core.webhooks.impl.ThumbnailWebhookImpl class in the workfront-tools.core bundle uses java.io.InputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStream"",""bundle"":""workfront-tools.core"",""class"":""digital.hoodoo.workfront.core.webhooks.impl.ThumbnailWebhookImpl""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,digital.hoodoo.workfront.core.webhooks.impl.UploadAEMAACSWebhookImpl,java.io.InputStream,The digital.hoodoo.workfront.core.webhooks.impl.UploadAEMAACSWebhookImpl class in the workfront-tools.core bundle uses java.io.InputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStream"",""bundle"":""workfront-tools.core"",""class"":""digital.hoodoo.workfront.core.webhooks.impl.UploadAEMAACSWebhookImpl""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,digital.hoodoo.workfront.core.webhooks.impl.UploadInitAEMAACSWebhookImpl,java.io.InputStream,The digital.hoodoo.workfront.core.webhooks.impl.UploadInitAEMAACSWebhookImpl class in the workfront-tools.core bundle uses java.io.InputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStream"",""bundle"":""workfront-tools.core"",""class"":""digital.hoodoo.workfront.core.webhooks.impl.UploadInitAEMAACSWebhookImpl""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,digital.hoodoo.workfront.core.webhooks.impl.UploadInitWebhookImpl,java.io.InputStream,The digital.hoodoo.workfront.core.webhooks.impl.UploadInitWebhookImpl class in the workfront-tools.core bundle uses java.io.InputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStream"",""bundle"":""workfront-tools.core"",""class"":""digital.hoodoo.workfront.core.webhooks.impl.UploadInitWebhookImpl""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,digital.hoodoo.workfront.core.webhooks.impl.UploadWebhookImpl,java.io.InputStream,The digital.hoodoo.workfront.core.webhooks.impl.UploadWebhookImpl class in the workfront-tools.core bundle uses java.io.InputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStream"",""bundle"":""workfront-tools.core"",""class"":""digital.hoodoo.workfront.core.webhooks.impl.UploadWebhookImpl""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,digital.hoodoo.workfront.core.webhooks.impl.ViewWebhookImpl,java.io.InputStream,The digital.hoodoo.workfront.core.webhooks.impl.ViewWebhookImpl class in the workfront-tools.core bundle uses java.io.InputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStream"",""bundle"":""workfront-tools.core"",""class"":""digital.hoodoo.workfront.core.webhooks.impl.ViewWebhookImpl""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,digital.hoodoo.workfront.tools.common.WorkfrontAPIClient,java.io.InputStream,The digital.hoodoo.workfront.tools.common.WorkfrontAPIClient class in the workfront-tools.core bundle uses java.io.InputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStream"",""bundle"":""workfront-tools.core"",""class"":""digital.hoodoo.workfront.tools.common.WorkfrontAPIClient""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,digital.hoodoo.workfront.tools.common.utils.Utils,java.io.InputStream,The digital.hoodoo.workfront.tools.common.utils.Utils class in the workfront-tools.core bundle uses java.io.InputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStream"",""bundle"":""workfront-tools.core"",""class"":""digital.hoodoo.workfront.tools.common.utils.Utils""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,digital.hoodoo.workfront.tools.common.utils.Utils,java.io.InputStreamReader,The digital.hoodoo.workfront.tools.common.utils.Utils class in the workfront-tools.core bundle uses java.io.InputStreamReader. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStreamReader"",""bundle"":""workfront-tools.core"",""class"":""digital.hoodoo.workfront.tools.common.utils.Utils""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,org.ehcache.core.util.ByteBufferInputStream,java.io.InputStream,The org.ehcache.core.util.ByteBufferInputStream class in the org.ehcache bundle uses java.io.InputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStream"",""bundle"":""org.ehcache"",""class"":""org.ehcache.core.util.ByteBufferInputStream""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,org.ehcache.impl.internal.concurrent.ConcurrentHashMap,java.io.ObjectInputStream,The org.ehcache.impl.internal.concurrent.ConcurrentHashMap class in the org.ehcache bundle uses java.io.ObjectInputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.ObjectInputStream"",""bundle"":""org.ehcache"",""class"":""org.ehcache.impl.internal.concurrent.ConcurrentHashMap""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,org.ehcache.impl.internal.store.disk.OffHeapDiskStore,java.io.FileInputStream,The org.ehcache.impl.internal.store.disk.OffHeapDiskStore class in the org.ehcache bundle uses java.io.FileInputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.FileInputStream"",""bundle"":""org.ehcache"",""class"":""org.ehcache.impl.internal.store.disk.OffHeapDiskStore""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,org.ehcache.impl.internal.store.disk.OffHeapDiskStore,java.io.InputStream,The org.ehcache.impl.internal.store.disk.OffHeapDiskStore class in the org.ehcache bundle uses java.io.InputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStream"",""bundle"":""org.ehcache"",""class"":""org.ehcache.impl.internal.store.disk.OffHeapDiskStore""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,org.ehcache.impl.internal.store.disk.OffHeapDiskStore,java.io.ObjectInputStream,The org.ehcache.impl.internal.store.disk.OffHeapDiskStore class in the org.ehcache bundle uses java.io.ObjectInputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.ObjectInputStream"",""bundle"":""org.ehcache"",""class"":""org.ehcache.impl.internal.store.disk.OffHeapDiskStore""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,org.ehcache.impl.persistence.FileBasedStateRepository,java.io.FileInputStream,The org.ehcache.impl.persistence.FileBasedStateRepository class in the org.ehcache bundle uses java.io.FileInputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.FileInputStream"",""bundle"":""org.ehcache"",""class"":""org.ehcache.impl.persistence.FileBasedStateRepository""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,org.ehcache.impl.persistence.FileBasedStateRepository,java.io.InputStream,The org.ehcache.impl.persistence.FileBasedStateRepository class in the org.ehcache bundle uses java.io.InputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStream"",""bundle"":""org.ehcache"",""class"":""org.ehcache.impl.persistence.FileBasedStateRepository""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,org.ehcache.impl.persistence.FileBasedStateRepository,java.io.ObjectInputStream,The org.ehcache.impl.persistence.FileBasedStateRepository class in the org.ehcache bundle uses java.io.ObjectInputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.ObjectInputStream"",""bundle"":""org.ehcache"",""class"":""org.ehcache.impl.persistence.FileBasedStateRepository""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,org.ehcache.impl.serialization.CompactJavaSerializer,java.io.ByteArrayInputStream,The org.ehcache.impl.serialization.CompactJavaSerializer class in the org.ehcache bundle uses java.io.ByteArrayInputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.ByteArrayInputStream"",""bundle"":""org.ehcache"",""class"":""org.ehcache.impl.serialization.CompactJavaSerializer""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,org.ehcache.impl.serialization.CompactJavaSerializer,java.io.InputStream,The org.ehcache.impl.serialization.CompactJavaSerializer class in the org.ehcache bundle uses java.io.InputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStream"",""bundle"":""org.ehcache"",""class"":""org.ehcache.impl.serialization.CompactJavaSerializer""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,org.ehcache.impl.serialization.CompactJavaSerializer,java.io.ObjectInputStream,The org.ehcache.impl.serialization.CompactJavaSerializer class in the org.ehcache bundle uses java.io.ObjectInputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.ObjectInputStream"",""bundle"":""org.ehcache"",""class"":""org.ehcache.impl.serialization.CompactJavaSerializer""},""type"":""java.io.inputstream""}"
DG,development.guideline,java.io.inputstream,ADVISORY,org.ehcache.impl.serialization.CompactJavaSerializer$1,java.io.InputStream,The org.ehcache.impl.serialization.CompactJavaSerializer$1 class in the org.ehcache bundle uses java.io.InputStream. This may cause issues if used in AEM as a Cloud Service.,https://www.adobe.com/go/aem_pd_DG,"{""data"":{""toId"":""java.io.InputStream"",""bundle"":""org.ehcache"",""class"":""org.ehcache.impl.serialization.CompactJavaSerializer$1""},""type"":""java.io.inputstream""}"
